Name,Purpose,Cost Per Item (USD),Quantity,Total (USD),Link,Distributor
"PCBA","keychain board",18.96,18.96,"https://trade.jlcpcb.com/checkout/payMethod?systemType=order_pcb&calType=PAY&batchNum=W2026031911111024&spm=Jlcpcb.Confirmorder.1001","JLCPCB"
